Year when drafted,Round drafted,Overall pick,Name,Position,Organization,school,age when drafted ,Birth date,Bats,Throws ,education type,Drafted before,Minor-League level started at,if the player appeared in rookie leagues,Number of games played in Rookie Leagues,Number of plate appearances in Rookie Leagues,If the player appeared in Short-Season-A,Number of games played in Short-Season-A,Number of plate appearances in Short-Season-A,If the player appeared in Low-A ,Number of games played in Low-A ,Number of plate appearances in Low-A,If the player appeared in High-A,Number of games played in High-A,Number of plate appearances in High-A,If the player appeared in Double-A,Number of games played in Double-A,Number of plate appearances in Double-A ,If the player appeared in Triple-A,"Number of games played in Triple-A	",Number of plate appearances in Triple-A ,If the player appeared in the Major Leagues,Number of seasons spent in the minor leagues    ,Total number of games played in the minor leagues,Total number of plate appearances in the minor leagues  ,Total games played in Short-Season and lower levels,Total plate appearances in Short-Season and lower levels,Total games played in Low-A and lower levels,Total plate appearances in Low-A and lower levels,Total games played in High-A and lower levels,Total plate appearances in High-A and lower levels,"Total games played in Double-A and lower levels	",Total plate appearances in Double-A and lower levels,"Total games played in Triple-A and lower levels	",Total plate appearances in Triple-A and lower levels,Average plate appearances per game
1999,13,391,Gregg Raymundo,Third Base,Royals,Pepperdine University,22,03/03/77,Right,Right,College,No,Short-Season, , , ,Yes,67,286,Yes,85,302,Yes,301,1195,Yes,77,228,Yes,15,38,No,7,545,2049,67,286,152,588,453,1783,530,2011,545,2049,3.76
1999,22,656,James Close,Outfield,Marlins,UNLV,22,10/18/77,Right,Right,College,No,Short-Season, , , ,Yes,105,402,Yes,7,22,Yes,2,5, , , , , , ,No,2,114,429,105,402,112,424,114,429,114,429,114,429,3.76
1993,5,137,Jason Bass,Outfield,Tigers,"O'Dea HS (Seattle,WA)",19,06/22/74,Left,Left,High School,No,Rookie,Yes,35,133,Yes,48,184,Yes,212,754,Yes,218,849,Yes,221,846,Yes,194,723,No,10,928,3489,83,317,295,1071,513,1920,734,2766,928,3489,3.76
1999,10,315,Jason Bryan,Outfield,Rangers,"New Utrecht HS (Brooklyn,NY)",18,11/18/81,Right,Right,High School,No,Rookie,Yes,129,505, , , ,Yes,54,192,Yes,4,7, , , , , , ,No,5,187,704,129,505,183,697,187,704,187,704,187,704,3.76
1997,48,1384,Jason McConnell,Second Base,Twins,University of Arkansas,21,05/21/76,Switch,Right,College,No,Low-A, , , , , , ,Yes,118,453,Yes,48,171, , , , , , ,No,2,166,624,0,0,118,453,166,624,166,624,166,624,3.76
1999,9,291,Jeffrey Leaumont,First Base,Yankees,Louisiana State University,22,03/22/77,Left,Left,College,No,Short-Season, , , ,Yes,92,330,Yes,115,464,Yes,76,270, , , , , , ,No,3,283,1064,92,330,207,794,283,1064,283,1064,283,1064,3.76
1994,25,700,Jeremy Ware,Outfield,Expos,"Centennial Collegiate HS (Guelph,O",19,10/23/75,Right,Right,High School,No,Rookie,Yes,53,187,Yes,32,109,Yes,138,572,Yes,134,542,Yes,406,1572,Yes,133,384,No,10,896,3366,85,296,223,868,357,1410,763,2982,896,3366,3.76
1993,14,393,Jim Palmer,Third Base,Yankees,St. Thomas Aquinas HS (Fort Lauder,19,09/11/74,Right,Right,High School,No,Rookie,Yes,100,382,Yes,15,50, , , , , , , , , , , , ,No,3,115,432,115,432,115,432,115,432,115,432,115,432,3.76
1999,15,459,Julio Reyes,Outfield,White Sox,"Miami Senior HS (Miami,FL)",19,06/30/80,Left,Right,High School,No,Rookie,Yes,131,492, , , ,Yes,145,546, , , , , , , , , ,No,5,276,1038,131,492,276,1038,276,1038,276,1038,276,1038,3.76
1995,38,1053,Justin Kennedy,Outfield,Phillies,Bastrop HS (LA),18,08/16/77,Left,Left,High School,No,Rookie,Yes,43,153, , , ,Yes,27,110, , , , , , , , , ,No,2,70,263,43,153,70,263,70,263,70,263,70,263,3.76
2002,3,89,Kiel Fisher,Third Base,Phillies,Riverside HS (Calif Poly),19,09/29/83,Left,Right,High School,No,Rookie,Yes,64,232,Yes,26,110,Yes,29,105, , , , , , , , , ,No,3,119,447,90,342,119,447,119,447,119,447,119,447,3.76
1994,19,524,Kyle Cooney,Catcher,Dodgers,University of Connecticut,21,03/31/73,Right,Right,College,No,Rookie,Yes,44,168, , , , , , ,Yes,212,807,Yes,73,263, , , ,No,5,329,1238,44,168,44,168,256,975,329,1238,329,1238,3.76
1994,1,11,Mark Farris,Shortstop,Pirates,Angleton HS (TX),19,02/09/75,Left,Right,High School,No,Short-Season, , , ,Yes,45,184,Yes,92,380,Yes,116,393,Yes,111,411, , , ,No,4,364,1368,45,184,137,564,253,957,364,1368,364,1368,3.76
1994,20,544,Mark Gugino,Outfield,Marlins,University of South Carolina,22,10/28/72,Right,Right,College,No,Short-Season, , , ,Yes,50,207,Yes,58,199, , , , , , , , , ,No,2,108,406,50,207,108,406,108,406,108,406,108,406,3.76
1993,26,743,Matt Martinez,Second Base,Marlins,Cal State Sacramento,22,01/25/71,Right,Right,College,No,Short-Season,Yes,4,11,Yes,64,245, , , , , , , , , , , , ,No,1,68,256,68,256,68,256,68,256,68,256,68,256,3.76
2005,26,794,Michael Thompson,Third Base,Astros,Santa Clara University,21,02/09/84,Right,Right,College,No,Short-Season, , , ,Yes,53,216,Yes,162,596,Yes,18,63, , , , , , ,Active,3,233,875,53,216,215,812,233,875,233,875,233,875,3.76
1992,12,322,Mitch Meluskey,Catcher,Indians,"Eisenhower HS (Yakima,WA)",19,09/18/73,Switch,Right,High School,No,Rookie,Yes,43,154, , , ,Yes,101,377,Yes,260,947,Yes,111,424,Yes,172,679,Yes,7,687,2581,43,154,144,531,404,1478,515,1902,687,2581,3.76
2000,8,241,Nick Wilfong,Outfield,Giants,University of Missouri,22,11/06/78,Left,Right,College,No,Short-Season, , , ,Yes,65,257,Yes,109,409,Yes,122,446, , , , , , ,No,3,296,1112,65,257,174,666,296,1112,296,1112,296,1112,3.76
1995,5,121,Rene Rascon,Outfield,Marlins,Sonoma State University,22,09/27/73,Left,Left,College,No,Short-Season, , , ,Yes,34,134,Yes,56,205,Yes,10,37, , , , , , ,No,2,100,376,34,134,90,339,100,376,100,376,100,376,3.76
2004,21,621,Robert Lenoir,Shortstop,Rangers,U Richmond (VA),22,07/12/82,Right,Right,College,No,Short-Season, , , ,Yes,63,245, , , ,Yes,78,285, , , , , , ,No,2,141,530,63,245,63,245,141,530,141,530,141,530,3.76
1998,5,144,Ryan Lentz,Third Base,Expos,University of Washington,21,05/29/77,Left,Right,College,Yes,Short-Season, , , ,Yes,67,269,Yes,3,12,Yes,121,438, , , , , , ,No,3,191,719,67,269,70,281,191,719,191,719,191,719,3.76
1992,17,477,Sean Drinkwater,Shortstop,Padres,North Carolina State University,21,06/22/71,Right,Right,College,Yes,Short-Season, , , ,Yes,66,281, , , ,Yes,149,627,Yes,225,747,Yes,9,32,No,5,449,1687,66,281,66,281,215,908,440,1655,449,1687,3.76
2001,26,776,Steve Checksfiel,Outfield,Astros,University of Albany (NY),22,06/11/79,Right,Right,College,No,Short-Season, , , ,Yes,60,218,Yes,154,610,Yes,79,273, , , , , , ,No,3,293,1101,60,218,214,828,293,1101,293,1101,293,1101,3.76
2005,24,723,Stuart Musslewhi,Shortstop,Orioles,"Texas Christian U, TX",23,08/28/82,Right,Right,College,No,Rookie,Yes,57,236, , , ,Yes,178,648, , , , , , , , , ,Active,3,235,884,57,236,235,884,235,884,235,884,235,884,3.76
1999,46,1371,T.J. Bird,Outfield,Rockies,Mendocino Junior College,20,06/20/79,Left,Left,College,Yes,Rookie,Yes,45,192,Yes,52,177,Yes,94,350, , , , , , , , , ,No,3,191,719,97,369,191,719,191,719,191,719,191,719,3.76
2006,39,1160,Thomas Hagan,Outfield,Pirates,"U Virginia, VA",23,09/22/83,Left,Right,College,No,Rookie,Yes,75,282, , , , , , , , , , , , , , , ,Active,2,75,282,75,282,75,282,75,282,75,282,75,282,3.76
1999,15,462,Travis Bailey,Third Base,Cardinals,Florida Atlantic University,22,01/26/77,Right,Right,College,Yes,Short-Season, , , ,Yes,66,258,Yes,118,476,Yes,73,242,Yes,27,92, , , ,No,3,284,1068,66,258,184,734,257,976,284,1068,284,1068,3.76
2005,10,316,Trayvon Robinson,Outfield,Dodgers,"Crenshaw HS, CA",18,09/01/87,Right,Right,High School,No,Rookie,Yes,87,304, , , ,Yes,110,443,Yes,3,5, , , , , , ,Active,3,200,752,87,304,197,747,200,752,200,752,200,752,3.76
2005,5,164,Wilson Hart,Third Base,Astros,"U Southern California, CA",23,11/02/82,Right,Right,College,No,Short-Season, , , ,Yes,10,44, , , ,Yes,205,764, , , , , , ,Active,3,215,808,10,44,10,44,215,808,215,808,215,808,3.76
2002,30,896,A.J. Porfirio,Outfield,Blue Jays,Rice University,23,12/03/79,Right,Right,College,No,Short-Season, , , ,Yes,118,443, , , , , , , , , , , , ,No,2,118,443,118,443,118,443,118,443,118,443,118,443,3.75
2001,8,229,Aaron Clark,Outfield,Devil Ray,University of Alabama,22,02/17/79,Left,Left,College,No,Short-Season, , , ,Yes,66,276, , , ,Yes,261,1058,Yes,114,318, , , ,No,4,441,1652,66,276,66,276,327,1334,441,1652,441,1652,3.75
1997,26,799,Aaron Jones,First Base,Yankees,Southern Illinois University,22,09/07/75,Left,Left,College,No,Short-Season, , , ,Yes,114,399, , , ,Yes,256,990, , , , , , ,No,4,370,1389,114,399,114,399,370,1389,370,1389,370,1389,3.75
1994,47,1293,Andy Kruger,Outfield,Tigers,Central Michigan University,22,11/07/72,Left,Left,College,No,Rookie,Yes,30,108, , , ,Yes,24,86,Yes,100,384, , , , , , ,No,2,154,578,30,108,54,194,154,578,154,578,154,578,3.75
1993,27,771,Andy Small,Third Base,Marlins,Cal State Northridge University,23,02/19/70,Right,Right,College,Yes,Short-Season, , , ,Yes,56,210, , , , , , , , , , , , ,No,1,56,210,56,210,56,210,56,210,56,210,56,210,3.75
1998,4,113,Antwon Rollins,Outfield,Rangers,"Encinal HS (Alameda,CA)",18,03/18/80,Right,Right,High School,No,Rookie,Yes,119,481, , , ,Yes,62,197, , , , , , , , , ,No,4,181,678,119,481,181,678,181,678,181,678,181,678,3.75
1996,39,1162,Brad Ramsey,Catcher,Cubs,Gulf Coast Community College,20,11/07/76,Right,Right,College,No,Rookie,Yes,56,242, , , ,Yes,4,15,Yes,290,1069,Yes,9,23,Yes,2,4,No,6,361,1353,56,242,60,257,350,1326,359,1349,361,1353,3.75
1997,15,458,Braxton Whitehea,First Base,Reds,University of Southern Mississippi,22,10/20/75,Right,Right,College,Yes,Low-A, , , , , , ,Yes,317,1187, , , ,Yes,5,21, , , ,No,4,322,1208,0,0,317,1187,317,1187,322,1208,322,1208,3.75
1999,17,515,Brian Hertel,First Base,Mariners,UNLV,21,04/28/78,Right,Right,College,No,Rookie,Yes,33,131,Yes,68,248, , , , , , , , , , , , ,No,2,101,379,101,379,101,379,101,379,101,379,101,379,3.75
1998,49,1420,Bryn Wade,Second Base,Angels,Biola University,23,07/01/75,Right,Right,College,No,Rookie,Yes,26,100,Yes,14,50, , , , , , , , , , , , ,No,1,40,150,40,150,40,150,40,150,40,150,40,150,3.75
1998,18,541,Casey Kelley,First Base,Angels,Washington State University,22,11/04/76,Left,Right,College,Yes,Short-Season, , , ,Yes,116,430,Yes,82,312, , , , , , , , , ,No,2,198,742,116,430,198,742,198,742,198,742,198,742,3.75
1993,6,184,Chad Gambill,Outfield,Rockies,Clearwater HS (FL),19,11/27/74,Right,Right,High School,No,Rookie,Yes,46,180,Yes,58,209,Yes,106,383,Yes,280,1080,Yes,50,173, , , ,No,6,540,2025,104,389,210,772,490,1852,540,2025,540,2025,3.75
1994,16,453,Chernan Albert,Outfield,White Sox,Fernandina Beach HS (FL),19,09/18/75,Right,Right,High School,No,Rookie,Yes,151,582, , , ,Yes,243,944,Yes,139,473, , , , , , ,No,6,533,1999,151,582,394,1526,533,1999,533,1999,533,1999,3.75
1992,3,82,Chris Widger,Catcher,Mariners,George Mason University,21,05/21/71,Right,Right,College,No,Short-Season, , , ,Yes,51,188, , , ,Yes,97,379,Yes,116,427,Yes,50,183,Yes,4,314,1177,51,188,51,188,148,567,264,994,314,1177,3.75
2001,45,1337,Curtis Legendre,Third Base,Royals,Angelina College,20,09/01/81,Right,Right,College,No,Rookie,Yes,48,184,Yes,43,157, , , , , , , , , , , , ,No,2,91,341,91,341,91,341,91,341,91,341,91,341,3.75
2000,25,751,Dan Trumble,Outfield,Giants,University of San Francisco,21,09/29/79,Right,Right,College,No,Rookie,Yes,42,176,Yes,15,54,Yes,143,548,Yes,309,1165,Yes,21,47, , , ,No,6,530,1990,57,230,200,778,509,1943,530,1990,530,1990,3.75
2004,23,689,Derek Mcneil,Shortstop,White Sox,St. Leo Col (FL),23,11/04/81,Right,Right,College,Yes,Rookie,Yes,44,165, , , , , , , , , , , , , , , ,No,1,44,165,44,165,44,165,44,165,44,165,44,165,3.75
1996,43,1271,Eddie Rivero,Outfield,Phillies,University of Miami (FL),23,07/14/73,Left,Left,College,No,Short-Season, , , ,Yes,13,57,Yes,52,215,Yes,132,504,Yes,69,221, , , ,No,3,266,997,13,57,65,272,197,776,266,997,266,997,3.75
2004,50,1494,Gerald Miller,Outfield,Cubs,Prairie View A&M U (TX),22,04/25/82,Left,Right,College,No,Rookie,Yes,4,15, , , , , , , , , , , , , , , ,No,1,4,15,4,15,4,15,4,15,4,15,4,15,3.75
2003,23,675,Gregory Picart,Shortstop,Pirates,Adela Brenes Texidor (PR),18,09/25/85,Switch,Right,High School,No,Rookie,Yes,51,208,Yes,35,131, , , ,Yes,80,283, , , , , , ,Active,3,166,622,86,339,86,339,166,622,166,622,166,622,3.75
2003,39,1152,Heriberto Solis,Third Base,Royals,Eastlake HS (CA),19,09/19/84,Right,Right,High School,No,Rookie,Yes,90,329, , , ,Yes,107,411,Yes,8,28, , , , , , ,No,3,205,768,90,329,197,740,205,768,205,768,205,768,3.75
1992,16,451,James Martin,Outfield,Dodgers,Oklahoma State University,22,12/10/70,Left,Right,College,Yes,Rookie,Yes,56,232, , , , , , ,Yes,261,1050,Yes,237,834,Yes,62,195,No,6,616,2311,56,232,56,232,317,1282,554,2116,616,2311,3.75
1996,13,376,Jason Knupfer,Shortstop,Phillies,Long Beach State University,22,09/21/74,Right,Right,College,No,Short-Season, , , ,Yes,66,243, , , ,Yes,123,471,Yes,157,584,Yes,278,1045,No,8,624,2343,66,243,66,243,189,714,346,1298,624,2343,3.75
1995,44,1219,Jason Lariviere,Outfield,Cardinals,University of Southern Maine,22,09/30/73,Right,Right,College,No,Short-Season, , , ,Yes,33,114,Yes,64,250,Yes,41,158,Yes,250,890,Yes,133,544,No,5,521,1956,33,114,97,364,138,522,388,1412,521,1956,3.75
2001,36,1070,Jeff Phelps,Third Base,Phillies,Arizona State University,23,11/20/78,Right,Right,College,Yes,Short-Season, , , ,Yes,40,143,Yes,112,432,Yes,85,328,Yes,87,311, , , ,No,4,324,1214,40,143,152,575,237,903,324,1214,324,1214,3.75
2003,11,315,John Santiago,Third Base,Pirates,Nuestra Senora Del Carmen (PR),19,12/26/84,Right,Right,High School,No,Rookie,Yes,57,229,Yes,80,300,Yes,67,236, , , , , , , , , ,No,4,204,765,137,529,204,765,204,765,204,765,204,765,3.75
1999,9,293,Jon Helquist,Shortstop,Astros,University Christian HS (Jacksonvi,19,08/17/80,Right,Right,High School,No,Rookie,Yes,49,191, , , ,Yes,313,1203,Yes,143,501, , , , , , ,No,6,505,1895,49,191,362,1394,505,1895,505,1895,505,1895,3.75
2003,3,81,Jose Ronda,Shortstop,Reds,Gabriela Mistral (PR),18,06/08/85,Switch,Right,High School,No,Rookie,Yes,116,435, , , , , , , , , , , , , , , ,No,3,116,435,116,435,116,435,116,435,116,435,116,435,3.75
1996,10,279,Josh Phelps,Catcher,Blue Jays,"Lakeland HS (Rathdrum,ID)",18,05/02/78,Right,Right,High School,No,Rookie,Yes,59,218, , , ,Yes,185,673,Yes,140,559,Yes,56,199, , , ,Yes,5,440,1649,59,218,244,891,384,1450,440,1649,440,1649,3.75
1993,3,76,Josh Watts,Outfield,Phillies,"Ironwood HS (Glendale,AZ)",18,03/24/75,Left,Right,High School,No,Rookie,Yes,58,236,Yes,14,54,Yes,162,595,Yes,111,408, , , , , , ,No,5,345,1293,72,290,234,885,345,1293,345,1293,345,1293,3.75
1993,1,38,Kelcey Mucker,Outfield,Twins,Lavvrenceburg HS (IN),18,02/17/75,Left,Right,High School,No,Rookie,Yes,73,295, , , ,Yes,109,432,Yes,235,865,Yes,180,649, , , ,No,7,597,2241,73,295,182,727,417,1592,597,2241,597,2241,3.75
2003,4,111,Kenneth Lewis,Outfield,Reds,George Washington HS (VA),19,10/13/84,Left,Left,High School,No,Rookie,Yes,124,463, , , ,Yes,26,101, , , ,Yes,6,21, , , ,No,3,156,585,124,463,150,564,150,564,156,585,156,585,3.75
1996,29,850,Kevin Forbes,Outfield,Expos,America River Community College (F,20,02/17/76,Right,Right,College,No,Rookie,Yes,22,85,Yes,32,109,Yes,58,226, , , , , , , , , ,No,4,112,420,54,194,112,420,112,420,112,420,112,420,3.75
1997,43,1279,Mark Mosier,Third Base,Giants,University of Chicago,23,06/13/74,Right,Right,College,No,Short-Season, , , ,Yes,19,71, , , ,Yes,25,94, , , , , , ,No,1,44,165,19,71,19,71,44,165,44,165,44,165,3.75
2004,4,105,Matthew Spring,Catcher,Devil Ray,Dixie Col (UT),20,11/07/84,Right,Right,College,No,Short-Season, , , ,Yes,150,571,Yes,78,287, , , ,Yes,29,107, , , ,Active,4,257,965,150,571,228,858,228,858,257,965,257,965,3.75
2006,5,146,Michael McBryde,Outfield,Giants,"Florida Atlantic U, FL",21,03/22/85,Right,Right,College,Yes,Short-Season, , , ,Yes,71,255,Yes,119,457, , , , , , , , , ,Active,2,190,712,71,255,190,712,190,712,190,712,190,712,3.75
2006,34,1019,Nathan Samson,Shortstop,Cubs,"Ocala Forest, FL",19,08/19/87,Right,Right,High School,No,Rookie,Yes,21,91, , , ,Yes,61,220,Yes,3,8, , , , , , ,Active,2,85,319,21,91,82,311,85,319,85,319,85,319,3.75
2006,15,444,Rafael Sanchez,Third Base,Reds,"Queensborough CC, NY",20,08/01/86,Left,Right,College,No,Rookie,Yes,61,229, , , , , , , , , , , , , , , ,Active,2,61,229,61,229,61,229,61,229,61,229,61,229,3.75
1995,45,1240,Rob Hernandez,Outfield,Marlins,Oklahoma State University,23,08/29/72,Switch,Right,College,No,Short-Season, , , ,Yes,8,30, , , , , , , , , , , , ,No,1,8,30,8,30,8,30,8,30,8,30,8,30,3.75
2005,44,1324,Roberto Valiente,Outfield,Rangers,"U Tampa, FL",22,03/04/83,Right,Right,College,No,Rookie,Yes,45,178, , , , , , ,Yes,57,204, , , , , , ,No,2,102,382,45,178,45,178,102,382,102,382,102,382,3.75
1996,46,1354,Rowan Richards,Outfield,Rangers,University of Notre Dame,22,05/17/74,Right,Right,College,No,Short-Season,Yes,10,32,Yes,30,129, , , ,Yes,160,579,Yes,45,178, , , ,No,4,245,918,40,161,40,161,200,740,245,918,245,918,3.75
2001,12,359,Ryan Budde,Catcher,Angels,Oklahoma State University,22,08/15/79,Right,Right,College,Yes,High-A, , , , , , , , , ,Yes,203,781,Yes,99,387,Yes,182,647,Yes,6,484,1815,0,0,0,0,203,781,302,1168,484,1815,3.75
1998,18,531,Ryan Fleming,Outfield,Blue Jays,University of Dayton,22,02/11/76,Left,Left,College,No,Rookie,Yes,70,292, , , ,Yes,61,250,Yes,141,470,Yes,560,2175,Yes,107,337,No,9,939,3524,70,292,131,542,272,1012,832,3187,939,3524,3.75
2000,49,1420,Ryan Nohr,Outfield,Brewers,Diablo Valley College,22,07/14/78,Right,Right,College,No,Rookie,Yes,44,165, , , , , , , , , , , , , , , ,No,1,44,165,44,165,44,165,44,165,44,165,44,165,3.75
1995,30,824,Scott Kirby,Third Base,Brewers,"Lake Gibson HS (Lakeland,FL)",18,07/18/77,Right,Right,High School,No,Rookie,Yes,115,465, , , ,Yes,175,700,Yes,60,227,Yes,186,616, , , ,No,6,536,2008,115,465,290,1165,350,1392,536,2008,536,2008,3.75
1997,23,710,Scott Seal,First Base,Padres,Cal State Fullerton University,22,08/16/75,Left,Left,College,Yes,Rookie,Yes,30,142, , , ,Yes,29,124,Yes,381,1428,Yes,70,219, , , ,No,5,510,1913,30,142,59,266,440,1694,510,1913,510,1913,3.75
1997,40,1214,Scott Wilson,Third Base,Cardinals,Tulane University,22,01/11/75,Right,Right,College,No,Short-Season, , , ,Yes,44,165, , , , , , , , , , , , ,No,1,44,165,44,165,44,165,44,165,44,165,44,165,3.75
1994,29,805,Shawn Buhner,First Base,Mariners,Lewis-Clark State College,22,08/29/72,Right,Right,College,No,Short-Season, , , ,Yes,53,169,Yes,87,308,Yes,180,705,Yes,99,395,Yes,43,156,No,6,462,1733,53,169,140,477,320,1182,419,1577,462,1733,3.75
1997,35,1048,Shawn Lindsey,Outfield,Giants,Lower Columbia Community College,20,04/09/77,Left,Left,College,No,Short-Season, , , ,Yes,30,118, , , ,Yes,10,32, , , , , , ,No,1,40,150,30,118,30,118,40,150,40,150,40,150,3.75
1995,1,27,Shea Morenz,Outfield,Yankees,University of Texas,21,01/22/74,Left,Right,College,Yes,Short-Season,Yes,4,15,Yes,33,131,Yes,91,376,Yes,117,421,Yes,137,501,Yes,13,38,No,5,395,1482,37,146,128,522,245,943,382,1444,395,1482,3.75
1996,17,501,Tim DeCinces,Catcher,Orioles,UCLA,22,04/26/74,Left,Right,College,No,Rookie,Yes,40,154, , , ,Yes,127,513,Yes,110,433,Yes,243,868,Yes,33,106,No,8,553,2074,40,154,167,667,277,1100,520,1968,553,2074,3.75
2003,21,619,Travis Garcia,Shortstop,Mets,Iona Col (NY),21,04/18/82,Right,Right,College,No,Rookie,Yes,68,270,Yes,23,73,Yes,17,65,Yes,2,4, , , , , , ,No,2,110,412,91,343,108,408,110,412,110,412,110,412,3.75
1998,15,455,Wilfredo Quintan,Outfield,Mariners,"Indian Hills HS (Centerville,IA)",20,06/22/78,Right,Right,High School,No,Rookie,Yes,48,178,Yes,41,153,Yes,35,139,Yes,91,336, , , , , , ,No,4,215,806,89,331,124,470,215,806,215,806,215,806,3.75
2000,17,496,Adam Bonner,Outfield,Devil Ray,Jefferson State Community College,19,03/11/81,Left,Right,College,No,Short-Season, , , ,Yes,59,225,Yes,308,1137,Yes,78,302, , , , , , ,No,5,445,1664,59,225,367,1362,445,1664,445,1664,445,1664,3.74
1994,17,459,Adrian Wilkerson,Outfield,Brewers,"Coffee HS (Douglas,GA)",19,06/06/75,Right,Right,High School,No,Rookie,Yes,104,389, , , , , , , , , , , , , , , ,No,2,104,389,104,389,104,389,104,389,104,389,104,389,3.74
1994,21,569,Alex Miranda,First Base,Athletics,University of Miami (FL),22,05/14/72,Left,Left,College,Yes,Short-Season, , , ,Yes,73,244,Yes,247,968,Yes,11,26, , , , , , ,No,4,331,1238,73,244,320,1212,331,1238,331,1238,331,1238,3.74
2000,7,205,Antonio Cancio,First Base,Phillies,"H B Plant HS (Tampa,FL)",19,12/20/81,Right,Right,High School,No,Rookie,Yes,67,261, , , ,Yes,57,203, , , , , , , , , ,No,3,124,464,67,261,124,464,124,464,124,464,124,464,3.74
1999,26,800,Ben Johnstone,Outfield,Cubs,Yale University,21,02/05/78,Right,Right,College,No,Rookie,Yes,2,7,Yes,54,195,Yes,128,541,Yes,163,571,Yes,6,5, , , ,No,4,353,1319,56,202,184,743,347,1314,353,1319,353,1319,3.74
1998,15,440,Blane Layton,Outfield,Reds,Jacksonville University,22,08/17/76,Left,Left,College,No,Rookie,Yes,59,254, , , ,Yes,162,572, , , , , , , , , ,No,3,221,826,59,254,221,826,221,826,221,826,221,826,3.74
2001,1,31,Bryan Bass,Shortstop,Orioles,"Seminole HS (Seminole,FL)",19,04/12/82,Switch,Right,High School,No,Rookie,Yes,40,160,Yes,70,278,Yes,312,1166,Yes,180,645,Yes,170,640, , , ,Active,7,772,2889,110,438,422,1604,602,2249,772,2889,772,2889,3.74
2005,9,263,Bryan Sabatella,First Base,Mariners,"Quinnipiac U, CT",21,11/01/84,Right,Right,College,No,Short-Season, , , ,Yes,116,433,Yes,52,195, , , , , , , , , ,No,2,168,628,116,433,168,628,168,628,168,628,168,628,3.74
1999,39,1187,Byron Ewing,First Base,Indians,Howard University,23,10/22/76,Right,Right,College,No,Short-Season, , , ,Yes,15,53,Yes,47,189,Yes,188,694, , , , , , ,No,3,250,936,15,53,62,242,250,936,250,936,250,936,3.74
1997,14,427,Chris Rowan,Third Base,Brewers,Mount Vernon HS (NY),18,03/18/79,Right,Right,High School,No,Rookie,Yes,115,457, , , , , , ,Yes,337,1233, , , , , , ,No,10,452,1690,115,457,115,457,452,1690,452,1690,452,1690,3.74
2003,6,158,Christian Lopez,Catcher,Devil Ray,Hialeah Senior HS (FL),19,10/10/84,Right,Right,High School,No,Rookie,Yes,29,102, , , ,Yes,137,528,Yes,95,348, , , ,Yes,2,6,Active,4,263,984,29,102,166,630,261,978,261,978,263,984,3.74
1998,45,1326,Christopher Conn,Outfield,Cubs,Texas Christian University,22,05/24/76,Right,Right,College,No,Short-Season, , , ,Yes,56,223, , , ,Yes,29,95, , , , , , ,No,2,85,318,56,223,56,223,85,318,85,318,85,318,3.74
1998,1,15,Clint Johnston,First Base,Pirates,Vanderbilt University,21,07/02/77,Left,Left,College,Yes,Low-A,Yes,2,3,Yes,97,380,Yes,226,801.33,Yes,63,237,Yes,77,316, , , ,No,6,465,1737,99,383,325,1184,388,1421,465,1737,465,1737,3.74
2006,27,807,Connor Janes,Outfield,Diamondba,U British Columbia,23,08/27/83,Right,Right,College,No,Rookie,Yes,14,47,Yes,17,69, , , , , , , , , , , , ,Active,2,31,116,31,116,31,116,31,116,31,116,31,116,3.74
2002,2,45,Corey Shafer,Catcher,Orioles,Choctaw HS (OK),20,12/17/82,Left,Left,High School,No,Rookie,Yes,80,328,Yes,119,434,Yes,20,58, , , , , , , , , ,No,4,219,820,199,762,219,820,219,820,219,820,219,820,3.74
2004,30,901,Daniel Berg,Third Base,Twins,Texarkana CC (TX),20,11/21/84,Right,Right,College,No,Rookie,Yes,79,305, , , ,Yes,110,401, , , , , , , , , ,Active,3,189,706,79,305,189,706,189,706,189,706,189,706,3.74
